1.000000 0.000000
0.999848 0.017452
0.999391 0.034900
0.998630 0.052336
0.997564 0.069757
0.996195 0.087156
0.994522 0.104529
1.467221 0.311868
1.471299 0.339676
1.445741 0.360464
1.468207 0.393405
1.422667 0.407943
1.463146 0.447329
1.398053 0.454255
1.456099 0.501375
1.371951 0.499350
1.447050 0.555471
1.344416 0.543180
1.435987 0.609541
1.315505 0.585701
1.422903 0.663511
1.285275 0.626871
1.407790 0.717305
1.253785 0.666650
1.390645 0.770848
1.221096 0.705000
1.371467 0.824061
1.228728 0.860365
1.221615 0.887556
1.189967 0.896705
1.197776 0.935806
1.150176 0.931395
1.172048 0.983465
1.109423 0.964407
1.144443 1.030461
1.067776 0.995718
1.114976 1.076721
1.025304 1.025305
1.083667 1.122170
0.982077 1.053150
1.050535 1.166738
0.938164 1.079235
1.015604 1.210351
0.893635 1.103548
0.978901 1.252937
0.782870 1.160653
0.767941 1.182526
0.736587 1.178787
0.731354 1.217178
0.689999 1.195115
0.693277 1.250706
0.643175 1.209639
0.653746 1.283050
0.596184 1.222360
0.612796 1.314147
0.549094 1.233287
0.570467 1.343937
0.501972 1.242427
0.526800 1.372363
0.454886 1.249791
0.441019 1.538019
0.416698 1.555141
0.384655 1.542770
0.364420 1.578480
0.328500 1.545473
0.311018 1.600052
0.272627 1.546148
0.256552 1.619809
0.217109 1.544818
0.201083 1.637701
0.162018 1.541509
0.144677 1.653683
0.022687 1.299802
-0.000001 1.310000
-0.022514 1.289804
-0.046068 1.319196
-0.066991 1.278246
-0.092777 1.326760
-0.110689 1.265167
-0.140069 1.332659
-0.153556 1.250608
-0.187885 1.336862
-0.353451 1.662851
-0.384668 1.666173
-0.408849 1.639799
-0.445170 1.661392
-0.463072 1.614919
-0.505804 1.654407
-0.516060 1.588264
-0.566490 1.645202
-0.957659 2.631139
-0.394206 1.026938
-0.824136 2.039804
-0.742391 1.748959
-1.016844 2.283863
-0.507143 1.087569
-0.920581 1.887467
-0.817184 1.603811
-1.267575 2.383957
-0.630254 1.137005
-1.200002 2.078460
-0.824062 1.371467
-1.536768 2.459338
-0.544640 0.838670
-1.286145 1.906785
-0.975081 1.392558
-1.528244 2.103443
-0.842542 1.118089
-1.231324 1.576020
-0.943982 1.165718
-1.799807 2.144923
-0.787272 0.905651
-1.405176 1.560603
-1.295798 1.389571
-1.667182 1.726414
-1.131372 1.131370
-1.942219 1.875576
-0.950761 0.886597
-1.486291 1.338260
-0.754710 0.656058
-1.915113 1.606967
-1.398864 1.132775
-2.285233 1.785416
-1.118091 0.842540
-1.779839 1.293126
-1.392560 0.975078
-2.155499 1.453899
-0.922538 0.599102
-1.950512 1.218812
-1.285752 0.772556
-1.790140 0.188149
-2.590107 0.226602
-1.396590 0.097657
-2.196985 0.115136
-1.099330 0.038388
-2.899558 0.050608
-1.700000 -0.000002
-2.499619 -0.043634
-1.299208 -0.045371
-2.097122 -0.109908
-1.895372 -0.132540
-2.689725 -0.235324
-1.491783 -0.156795
-2.282856 -0.280303
-1.188321 -0.167009
-2.765527 -0.438020
-1.575692 -0.277839
-2.355905 -0.457945
-0.978147 -0.207913
-1.948739 -0.449905
-2.425738 -0.604808
-1.642073 -0.439995
-2.018649 -0.578841
-1.243196 -0.380085
-2.662957 -0.865252
-1.796484 -0.618582
-2.255261 -0.820852
-1.400370 -0.537554
-1.854367 -0.749216
-1.012555 -0.429806
-1.644381 -0.732128
-2.356399 -1.098811
-1.258311 -0.613722
-1.960213 -0.998782
-0.882947 -0.469473
-2.448933 -1.357471
-1.385639 -0.800002
-2.057200 -1.236095
-1.017657 -0.635905
-1.677339 -1.089281
-1.165819 -1.865708
-0.927066 -1.542903
-1.299996 -2.251668
-0.678731 -1.224469
-0.938940 -1.765897
-0.726382 -1.425612
-1.227435 -2.516626
-0.507140 -1.087570
-0.976164 -2.192511
-0.390729 -0.920506
-0.711749 -1.761651
-0.967589 -2.520669
-0.513028 -1.409540
-0.748803 -2.174694
-0.339917 -1.046163
-0.847873 -2.773285
-0.468580 -1.634146
-0.647043 -2.414816
-0.314496 -1.261385
-0.472393 -2.046178
-0.519775 -2.445370
-0.324372 -1.668767
-0.364657 -2.068097
-0.203362 -1.283995
-0.389679 -2.772751
-0.231548 -1.885838
-0.250864 -2.386853
-0.130731 -1.494292
-0.139509 -1.995128
-0.057567 -1.098493
-0.062815 -1.798904
-0.045371 -2.599604
0.000003 -1.400000
0.038400 -2.199665
0.034902 -0.999391
0.146546 -2.796162
0.111614 -1.596102
0.209179 -2.390867
0.125437 -1.193426
0.243743 -1.985092
0.320103 -2.277616
0.297229 -1.876607
0.468856 -2.658980
0.286217 -1.472440
0.436619 -2.054109
0.247448 -1.071807
0.701579 -2.813856
0.439996 -1.642073
0.689099 -2.403153
0.380086 -1.243195
0.494430 -1.521689
0.781368 -2.269243
0.410427 -1.127630
1.003436 -2.614023
0.674296 -1.668929
0.859613 -2.025109
0.569434 -1.278962
1.098813 -2.356398
0.438373 -0.898793
0.907985 -1.782011
